OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Region,State,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMethod
O0228,2024-08-17,C013,Customer 10,P013,Jeans,Fashion,North,Delhi,1,610,0,610,427,183,Cash
O0229,2025-05-29,C007,Customer 42,P015,Desk,Furniture,North,Delhi,2,540,0.15,918,756,162,UPI
O0230,2024-01-23,C063,Customer 28,P021,Keyboard,Electronics,East,West Bengal,5,670,0,3350,2345,1005,UPI
O0231,2024-04-24,C062,Customer 27,P009,Shirt,Fashion,North,Delhi,2,810,0.05,1539,1134,405,Cash
O0232,2024-06-11,C014,Customer 73,P018,Desk,Furniture,South,Tamil Nadu,3,420,0,1260,882,378,Cash
O0233,2025-03-01,C052,Customer 49,P027,Shoes,Fashion,West,Maharashtra,3,900,0.1,2430,1890,540,UPI
O0234,2024-05-03,C021,Customer 17,P025,Oil,Grocery,East,West Bengal,2,340,0.15,578,476,102,Card
O0235,2025-02-22,C011,Customer 16,P013,Tea,Grocery,North,Delhi,3,980,0.05,2793,2058,735,Card
O0236,2025-06-24,C036,Customer 77,P010,Tea,Grocery,West,Maharashtra,1,710,0.15,603.5,497,106.5,Cash
O0237,2025-02-19,C041,Customer 48,P022,Laptop,Electronics,East,West Bengal,2,1000,0.15,1700,1400,300,Net Banking
O0238,2025-02-23,C025,Customer 55,P026,Shoes,Fashion,South,Tamil Nadu,4,200,0.15,680,560,120,Card
O0239,2024-01-20,C018,Customer 75,P006,Desk,Furniture,West,Maharashtra,2,650,0.05,1235,910,325,Card
O0240,2024-06-07,C051,Customer 19,P014,Desk,Furniture,East,West Bengal,5,550,0.05,2612.5,1925,687.5,Cash
O0241,2024-02-02,C066,Customer 43,P014,Oil,Grocery,South,Tamil Nadu,4,550,0.1,1980,1540,440,Net Banking
O0242,2025-03-04,C005,Customer 65,P024,Mouse,Electronics,West,Maharashtra,2,770,0.05,1463,1078,385,Card
O0243,2025-06-22,C006,Customer 33,P016,Shirt,Fashion,South,Tamil Nadu,5,240,0,1200,840,360,Card
O0244,2024-11-07,C054,Customer 61,P027,Laptop,Electronics,North,Delhi,4,910,0.15,3094,2548,546,Cash
O0245,2025-03-05,C055,Customer 61,P023,Desk,Furniture,West,Maharashtra,5,710,0.05,3372.5,2485,887.5,UPI
O0246,2024-11-24,C015,Customer 10,P027,Tea,Grocery,West,Maharashtra,5,320,0.05,1520,1120,400,Net Banking
O0247,2024-04-10,C052,Customer 47,P032,Mouse,Electronics,North,Delhi,5,550,0,2750,1925,825,Card
O0248,2025-06-03,C075,Customer 21,P032,Shelf,Furniture,East,West Bengal,5,450,0.05,2137.5,1575,562.5,UPI
O0249,2025-01-29,C052,Customer 40,P023,Rice,Grocery,East,West Bengal,4,450,0.05,1710,1260,450,Cash
O0250,2025-05-22,C030,Customer 19,P032,Laptop,Electronics,East,West Bengal,4,520,0.1,1872,1456,416,UPI
